user_name,login_auth_attempts,failed_logins,hosts_accessed,processes_started,privileged_actions,mapped_credentials
Comp487358$,1086,2,5,943,23,569
Comp487412$,1172,0,3,1102,44,595
Comp487419$,995,0,3,0,18,539
Comp487494$,878,0,3,1724,41,449
Comp487532$,829,0,4,0,24,450
Comp487570$,1028,0,4,2323,47,516
Comp487823$,818,0,3,997,18,436
Comp487878$,52,0,4,64,3,29
Comp487968$,1176,0,2,0,29,634
Comp488133$,1312,0,2,0,17,712
Comp488134$,624,0,5,680,42,303
Comp488154$,781,0,2,856,37,389
Comp488247$,578,0,3,788,22,284
Comp488254$,842,0,3,803,42,419
Comp488380$,1262,1,5,1096,46,636
Comp488605$,1054,0,4,952,33,550
Comp488631$,836,0,2,810,36,432
Comp488639$,810,1,3,815,40,394
Comp488668$,566,0,2,821,34,262
Comp488700$,1215,0,2,901,56,623
Comp488848$,2801,0,5,1064,37,1410
Comp488850$,938,0,2,857,39,470
Comp488970$,946,0,2,879,39,488
Comp489019$,1254,2,5,1351,22,661
Comp489049$,88,0,3,125,6,48
Comp489382$,571,0,1,0,0,310
Comp489437$,1299,0,1,0,0,737
Comp489654$,1008,0,4,1041,49,516
Comp489706$,730,0,2,0,18,379
Comp489753$,1050,0,5,972,45,526
Comp490180$,916,0,2,2238,37,461
Comp490409$,1504,0,5,841,41,774
Comp490430$,416,0,4,407,23,172
Comp490492$,844,0,2,868,21,431
Comp490596$,217,0,3,0,1,125
Comp490688$,28,0,3,71,4,14
Comp490728$,1124,0,2,1728,39,564
Comp490773$,1011,0,4,1026,78,489
Comp490834$,924,0,4,1791,18,493
Comp490881$,1094,0,2,1640,59,548
Comp490902$,969,0,2,847,35,500
Comp490938$,1032,0,3,6,16,558
Comp490979$,1115,0,2,0,29,599
Comp491085$,700,0,2,857,41,345
Comp491126$,516,0,4,3441,99,161
Comp491282$,882,0,3,691,35,459
Comp491383$,1272,0,4,880,178,532
Comp491397$,451,0,2,695,19,212
Comp491412$,748,0,2,790,21,393
Comp491524$,384,0,5,460,17,189
Comp491573$,262,0,3,596,19,0
Comp491643$,6717,0,6,976,20,3400
Comp491734$,1020,0,3,851,45,521
Comp492089$,787,0,3,1469,45,385
Comp492122$,592,0,2,697,26,278
Comp492179$,426,0,5,456,11,230
Comp492180$,1020,0,2,896,43,524
Comp492366$,1071,0,5,982,49,558
Comp492567$,1021,0,4,0,16,550
Comp492700$,1050,0,6,1054,23,578
Comp492839$,1228,0,2,0,17,652
Comp492854$,293,0,5,0,2,145
Comp492932$,177,0,4,233,9,100
Comp493148$,1089,0,4,1405,22,578
Comp493156$,1152,0,3,1587,37,596
Comp493259$,813,0,4,778,38,403
Comp493354$,1099,0,4,5023,38,571
Comp493362$,279,1,5,347,14,134
Comp493395$,224,0,4,340,15,114
Comp493576$,1136,0,2,854,33,600
Comp493632$,891,0,3,1098,38,446
Comp493699$,745,0,4,817,43,372
Comp494151$,215,0,3,349,5,116
Comp494198$,1027,0,2,994,20,559
Comp494379$,54,0,3,62,4,29
Comp494553$,1335,0,3,921,54,696
Comp495040$,1114,1,4,1095,56,567
Comp495289$,197,0,3,208,12,105
Comp495328$,1184,0,3,958,37,627
Comp495908$,334,0,4,436,11,172
Comp495937$,262,0,5,259,23,120
Comp496131$,310,0,5,369,14,174
Comp496213$,220,0,6,405,11,111
Comp496535$,1038,0,3,956,37,539
Comp496677$,956,0,2,917,43,490
Comp496761$,979,0,5,967,25,519
Comp496877$,317,0,4,418,29,150
Comp496922$,1051,0,3,1020,93,475
Comp496983$,782,0,2,781,22,410
Comp497022$,908,0,2,833,20,487
Comp497156$,802,0,5,827,47,398
Comp497190$,8074,0,3,1830,37,4047
Comp497314$,1637,1,4,1214,73,806
Comp497324$,799,0,2,807,42,391
Comp497351$,936,0,2,930,41,486
Comp497644$,596,0,3,0,11,299
Comp497788$,317,8,4,353,13,161
Comp497883$,893,1,5,822,56,438
Comp497979$,1008,0,4,996,45,514
Comp497980$,664,1,4,982,32,335
Comp498188$,816,0,2,896,20,438
Comp498192$,171,0,4,237,8,85
Comp498265$,933,0,2,820,37,476
Comp498377$,844,0,6,824,20,438
Comp498493$,965,0,4,924,24,520
Comp498515$,976,1,4,996,21,519
Comp498526$,7,0,3,166,1,3
Comp498606$,1096,0,4,2020,44,567
Comp498613$,510,0,3,340,25,240
Comp498626$,756,0,3,769,21,391
Comp498743$,952,0,4,0,13,483
Comp498875$,204,0,3,347,11,103
Comp499003$,869,0,2,0,17,459
Comp499072$,835,0,2,0,17,439
Comp499181$,1118,0,5,1055,36,583
Comp499385$,749,0,3,0,15,421
Comp499425$,1124,0,3,1020,43,581
Comp499479$,864,0,2,989,41,440
Comp499516$,992,1,5,878,41,507
Comp499643$,871,0,5,986,62,389
Comp499664$,1003,0,2,795,20,540
Comp499710$,947,0,4,978,21,504
Comp499791$,837,0,2,793,41,423
Comp499799$,1059,0,3,1530,52,524
Comp499877$,1091,0,5,1134,25,574
Comp500032$,2382,1,4,1793,39,1207
Comp500292$,778,0,3,984,39,390
Comp500306$,599,0,2,314,19,0
Comp500363$,946,0,2,873,38,458
Comp500497$,979,0,4,1016,46,497
Comp500500$,874,0,2,884,55,417
Comp500540$,1090,0,2,848,44,557
Comp500631$,727,0,4,0,13,356
Comp500669$,77,0,1,0,0,44
Comp500700$,255,0,3,0,4,136
Comp500900$,994,1,6,636,48,509
Comp501016$,797,0,4,853,58,111
Comp501209$,899,0,2,879,42,460
Comp501291$,731,0,2,0,17,389
Comp501447$,1110,0,4,840,55,556
Comp501516$,620,0,1,0,0,330
Comp501728$,873,0,5,879,40,432
Comp501747$,898,0,2,875,21,485
Comp501848$,897,0,3,0,17,484
Comp501921$,624,0,2,842,39,297
Comp502166$,1041,0,4,1241,27,557
Comp502343$,1086,0,2,838,38,561
Comp502688$,409,0,3,453,15,215
Comp502718$,1156,0,4,940,59,577
Comp502731$,114,1,3,196,5,58
Comp502862$,673,0,4,609,14,369
Comp502866$,1032,1,5,1370,64,509
Comp502961$,864,0,2,813,22,460
Comp503124$,1225,0,2,1768,37,615
Comp503174$,355,0,3,343,18,21
Comp503376$,1071,0,4,8461,214,350
Comp503408$,174,0,4,0,3,103
Comp503411$,652,0,4,805,36,305
Comp503429$,1018,0,5,925,46,503
Comp503452$,833,0,4,1232,38,435
Comp503509$,835,0,4,858,37,423
Comp503732$,843,0,3,0,17,457
Comp503812$,337,6,3,34880,45,0
Comp503968$,689,0,1,0,0,370
Comp504014$,833,0,2,762,17,445
Comp504154$,757,0,2,802,19,399
Comp504204$,1054,0,2,805,21,562
Comp504357$,785,0,3,891,20,426
Comp504415$,254,0,4,294,18,125
Comp504460$,968,0,4,947,44,497
Comp504629$,200,0,4,209,12,102
Comp504669$,990,0,4,0,31,524
Comp504717$,559,0,3,673,18,297
Comp504949$,505,3,4,791,23,251
Comp505365$,1016,0,2,0,15,550
Comp505489$,685,0,2,0,14,377
Comp505513$,60,0,3,146,5,27
Comp505550$,1004,0,6,876,22,528
Comp505690$,810,0,4,1011,22,427
Comp505747$,1080,0,4,989,23,577
Comp505756$,782,0,2,1681,44,373
Comp505809$,887,0,4,684,43,459
Comp505815$,693,0,3,801,38,331
Comp505831$,951,0,4,1087,40,483
Comp506128$,734,0,4,0,17,389
Comp506152$,715,0,4,1497,41,319
Comp506454$,283,1,5,223,14,146
Comp506555$,753,0,3,11957,18,437
Comp506588$,1041,0,2,767,19,545
Comp506722$,956,0,4,898,43,488
Comp506838$,1039,0,3,997,47,523
Comp506882$,44,0,3,113,5,20
Comp506960$,862,0,2,783,20,463
Comp507051$,900,0,3,807,38,465
Comp507073$,1129,0,3,886,43,590
Comp507194$,204,1,3,320,6,105
Comp507311$,1177,0,3,1980,39,608
Comp507421$,1158,0,4,1053,43,589
Comp507594$,325,0,4,0,6,147
Comp507613$,786,0,4,1822,21,419
Comp507769$,673,0,2,715,17,356
Comp507892$,384,0,3,493,9,197
Comp507957$,885,0,5,926,38,456
Comp507962$,947,0,4,1288,53,474
Comp507971$,904,0,2,817,17,473
Comp508009$,1071,0,6,902,44,542
Comp508178$,954,0,3,643,19,527
Comp508182$,1253,0,2,1392,17,664
Comp508316$,722,1,4,865,60,340
Comp508529$,169,0,4,206,13,84
Comp508647$,1051,0,4,1107,35,544
Comp508659$,1156,0,2,842,41,598
Comp508773$,1168,0,3,983,39,597
Comp508846$,918,0,3,1086,43,469
Comp508983$,1050,0,4,1256,65,515
Comp509038$,827,0,3,843,43,425
Comp509081$,1031,0,2,951,40,541
Comp509194$,911,6,3,1058,22,477
Comp509237$,1002,0,5,970,19,536
Comp509454$,1188,0,3,976,38,624
Comp509481$,882,0,3,1109,46,430
Comp509490$,263,0,5,483,16,135
Comp509599$,560,0,3,518,20,265
Comp509630$,813,0,3,855,21,422
Comp509754$,684,2,4,1448,56,334
Comp510070$,682,0,3,781,43,322
Comp510125$,909,0,5,928,22,470
Comp510150$,1011,0,2,838,34,520
Comp510279$,1179,0,5,911,18,636
Comp510398$,265,0,4,268,14,135
Comp510523$,768,0,3,0,16,413
Comp510527$,160,0,3,271,8,84
Comp510548$,1038,0,4,0,29,565
Comp510563$,812,0,2,0,19,431
Comp510565$,562,0,4,345,23,1
Comp510591$,672,0,2,737,20,347
Comp510675$,783,0,4,0,17,417
Comp510739$,1102,0,4,968,37,558
Comp511049$,860,0,3,0,16,471
Comp511123$,440,0,5,589,26,221
Comp511207$,788,0,2,0,13,437
Comp511228$,973,0,4,862,43,485
Comp511264$,1099,0,4,0,16,593
Comp511362$,748,0,2,850,44,360
Comp511408$,853,0,2,0,17,467
Comp511547$,861,0,3,943,19,467
Comp511650$,895,0,5,1090,43,450
Comp511765$,872,0,2,810,17,446
Comp511844$,867,0,3,1002,21,458
Comp511882$,1412,1,6,1419,72,706
Comp511883$,905,2,4,917,21,481
Comp511892$,374,0,1,0,0,204
Comp511994$,17,0,3,24,1,11
Comp512004$,789,0,2,0,15,428
Comp512092$,996,0,4,1057,45,508
Comp512134$,822,0,2,839,44,406
Comp512149$,807,0,3,910,43,402
Comp512184$,7,0,1,0,0,5
Comp512199$,1195,0,3,1018,37,619
Comp512270$,3786,0,5,1175,30,1921
Comp512311$,770,0,4,814,21,388
Comp512540$,784,0,4,1055,20,408
Comp512683$,586,0,2,829,39,270
Comp512730$,826,0,2,738,23,425
Comp512942$,142,0,3,0,4,82
Comp513029$,126,0,3,353,11,62
Comp513049$,917,0,6,1518,28,475
Comp513140$,1036,0,6,1092,40,543
Comp513150$,469,0,4,631,24,218
Comp513261$,1298,0,5,1619,71,647
Comp513280$,1042,0,4,865,41,531
Comp513292$,1021,0,3,893,23,540
Comp513308$,281,0,3,0,5,156
Comp513362$,627,1,4,480,25,300
Comp513436$,717,0,2,778,19,378
Comp513446$,844,0,4,892,22,452
Comp513447$,830,0,4,929,21,437
Comp513653$,1013,0,5,985,44,530
Comp513741$,1199,0,3,1753,56,609
Comp513818$,812,0,2,1530,44,398
Comp513869$,799,0,4,703,51,399
Comp513951$,178,0,5,280,13,93
Comp514221$,151,0,4,237,9,80
Comp514272$,1005,0,3,875,45,502
Comp514358$,904,0,4,862,44,445
Comp514421$,938,0,2,793,42,469
Comp514476$,1018,0,4,889,41,523
Comp514509$,950,0,2,803,39,480
Comp514620$,690,0,2,740,22,348
Comp514693$,791,0,3,0,17,417
Comp514770$,937,0,1,0,0,543
Comp514928$,1029,0,3,924,46,525
Comp515096$,566,0,4,891,46,257
Comp515218$,751,0,2,744,42,362
Comp515410$,718,0,3,890,20,380
Comp515625$,998,0,4,1009,40,514
Comp515823$,883,0,5,956,49,436
Comp515833$,1039,0,5,1009,41,536
Comp515869$,829,0,2,0,17,437
Comp515973$,950,41,4,967,24,471
Comp516149$,146,0,3,161,10,73
Comp516259$,924,0,2,876,41,472
Comp516359$,884,0,3,0,18,472
Comp516472$,226,0,1,0,0,139
Comp516500$,861,0,6,974,40,433
Comp516602$,1031,0,3,839,39,528
Comp516668$,1100,0,2,0,16,620
Comp516727$,924,0,4,852,41,475
Comp516813$,690,0,3,752,15,347
Comp516849$,890,2,4,836,20,461
Comp516901$,12744,1,5,766,21,8380
Comp517283$,688,0,3,871,20,352
Comp517407$,191,0,5,278,8,104
Comp517537$,933,3,4,1092,23,499
Comp517998$,820,0,2,0,17,435
Comp518107$,893,0,3,826,19,480
Comp518108$,899,0,2,1778,42,470
Comp518147$,103,2,4,81,2,57
Comp518262$,946,0,3,828,34,480
Comp518420$,217,1,3,330,16,106
Comp518471$,151,0,4,128,7,83
Comp518595$,817,1,3,1131,20,431
Comp518647$,800,1,3,968,23,417
Comp518665$,899,0,2,868,39,463
Comp518781$,933,0,3,795,39,469
Comp518870$,870,0,2,1450,41,444
Comp519126$,201,0,3,0,4,112
Comp519140$,25,0,1,0,0,18
Comp519471$,984,1,3,944,39,495
Comp519547$,4236,1,5,916,22,2137
Comp519580$,953,1,5,965,39,485
Comp519625$,878,0,4,923,45,441
Comp519634$,105,0,2,360,8,53
Comp519635$,1767,0,3,1333,341,604
Comp519767$,934,0,3,837,42,479
Comp519896$,874,0,5,871,42,431
Comp519978$,919,0,3,779,22,473
Comp520089$,965,0,2,763,23,521
Comp520191$,1173,0,5,1206,32,631
Comp520201$,209,0,3,342,27,87
Comp520238$,903,1,4,1277,40,462
Comp520278$,819,1,4,957,23,432
Comp520354$,673,2,3,876,36,350
Comp520368$,701,0,4,0,14,382
Comp520679$,1004,0,3,844,39,519
Comp520705$,616,0,2,823,21,325
Comp520997$,1328,0,3,12364,287,443
Comp521099$,977,0,2,918,37,507
Comp521456$,864,0,3,925,44,430
Comp521606$,1145,1,3,962,59,568
Comp521608$,1035,0,4,949,43,530
Comp521697$,951,0,2,839,53,470
Comp521810$,30,0,2,33,3,17
Comp521821$,30,0,4,51,0,19
Comp521896$,581,0,1,0,0,314
Comp521933$,845,0,3,1278,39,428
Comp521945$,949,0,6,925,34,492
Comp522072$,843,0,3,1107,26,406
Comp522078$,1233,0,3,1181,68,615
Comp522136$,903,0,2,805,18,482
Comp522276$,907,0,3,0,17,490
Comp522447$,950,0,5,888,41,488
Comp522576$,755,0,2,802,38,378
Comp522654$,1574,1,7,2192,85,790
Comp522679$,880,0,2,0,17,478
Comp522860$,55,0,2,36,2,34
Comp523144$,1331,0,3,1235,51,683
Comp523258$,139,0,4,149,6,72
Comp523500$,600,0,3,586,20,299
Comp523537$,1050,0,2,800,39,526
Comp523711$,878,0,3,0,12,453
Comp523733$,805,0,3,807,41,402
Comp523792$,887,0,3,0,12,484
Comp523906$,4,0,2,0,0,0
Comp524017$,724,0,2,908,20,381
Comp524029$,474,0,7,840,32,165
Comp524282$,1013,0,3,0,16,554
Comp524431$,288,0,5,0,3,162
Comp524680$,757,0,5,597,21,389
Comp524895$,1145,0,4,1035,69,573
Comp524929$,1127,0,5,879,42,551
Comp525140$,483,0,5,467,14,245
Comp525360$,693,0,3,802,34,108
Comp525429$,842,1,4,1088,22,433
Comp525494$,5236,0,5,1225,17,2658
Comp525562$,71,0,2,37,5,39
Comp525678$,611,0,3,0,16,308
Comp525750$,845,0,4,0,13,464
Comp525784$,787,0,2,809,20,414
Comp525949$,965,0,3,818,40,487
Comp526014$,35,0,1,0,0,25
Comp526057$,955,0,4,1654,47,482
Comp526059$,671,0,2,0,22,349
Comp526114$,813,2,4,7476,20,420
Comp526319$,1001,0,2,877,38,514
Comp526563$,603,0,2,639,23,1
Comp526659$,129,0,4,642,9,65
Comp526662$,782,0,2,0,21,406
Comp526669$,730,0,6,774,26,373
Comp526715$,136,0,4,205,7,73
Comp526975$,783,0,2,0,17,429
Comp527056$,155,0,5,129,7,85
Comp527082$,994,0,2,862,40,515
Comp527198$,1088,0,2,1213,40,575
Comp527238$,583,0,2,744,40,269
Comp527256$,201,0,2,0,0,86
Comp527291$,751,0,3,777,19,393
Comp527354$,836,0,2,888,41,414
Comp527439$,985,0,4,1141,46,495
Comp527644$,793,0,4,0,10,336
Comp527729$,920,0,5,4509,38,464
Comp527841$,965,0,2,873,39,488
Comp528070$,856,0,4,919,45,425
Comp528237$,749,0,2,834,19,391
Comp528261$,15,0,1,0,0,11
Comp528602$,1894,0,7,1911,80,633
Comp528752$,79,0,4,113,3,43
Comp528796$,265,0,5,310,21,130
Comp529120$,698,0,3,811,41,349
Comp529265$,971,0,4,1470,41,483
Comp529315$,145,0,3,204,6,76
Comp529351$,711,34,3,649,51,321
Comp529490$,267,0,3,320,16,129
Comp529645$,890,0,2,790,43,453
Comp529699$,800,0,4,0,12,442
Comp529722$,899,0,2,812,22,479
Comp529760$,138,0,4,168,4,77
Comp529764$,648,0,3,617,22,308
Comp529813$,938,0,2,916,24,485
Comp529938$,857,0,4,1645,17,462
Comp529958$,1021,0,5,875,38,519
Comp530048$,993,0,3,1640,39,500
Comp530167$,924,0,2,824,20,504
Comp530323$,1266,4,4,908,54,639
Comp530434$,988,0,3,905,42,502
Comp530471$,435,0,4,586,22,218
Comp530494$,1023,0,2,1029,42,523
Comp530510$,1067,1,4,1122,68,537
Comp530653$,615,0,6,780,45,293
Comp530762$,821,0,2,776,18,431
Comp531047$,117,0,3,150,3,64
Comp531341$,94,0,3,195,10,44
Comp531404$,395,0,5,508,23,195
Comp531457$,515,0,4,339,24,242
Comp531577$,1101,0,4,939,43,570
Comp531726$,891,0,4,962,23,472
Comp531730$,942,0,2,0,16,508
Comp531781$,1198,0,4,1073,43,621
Comp531809$,665,0,2,835,24,352
Comp531828$,780,0,2,6,18,414
Comp531849$,3032,0,4,958,47,1879
Comp531955$,1030,0,2,0,17,547
Comp532115$,1020,0,4,917,41,522
Comp532565$,1098,0,2,0,18,587
Comp532769$,602,0,3,341,25,285
Comp532770$,1119,0,5,1146,41,578
Comp532833$,655,0,2,863,46,301
Comp533169$,980,0,4,1495,20,513
Comp533209$,799,0,5,911,43,401
Comp533249,12,0,1,0,0,12
Comp533421$,846,0,2,0,17,452
Comp533459$,1187,17,4,1050,44,600
Comp533533$,1271,0,2,0,18,686
Comp533583$,99,0,3,174,7,52
Comp533655$,61,0,3,208,2,32
Comp533710$,1121,0,4,1076,38,566
Comp533747$,600,2,3,1444,17,312
Comp533835$,79,0,3,67,3,46
Comp534222$,360,0,3,1515,31,157
Comp534252$,199,0,3,0,2,117
Comp534256$,76,0,3,0,1,45
Comp534337$,678,0,3,756,22,342
Comp535057$,943,1,3,894,42,476
Comp535172$,158,0,6,173,11,82
Comp535288$,579,0,2,0,10,308
Comp535429$,847,0,3,825,40,424
Comp535453$,876,0,4,1165,38,452
Comp535460$,224,0,5,272,8,116
Comp535467$,727,0,3,809,46,364
Comp535650$,824,0,2,850,41,425
Comp535943$,1079,0,3,855,57,539
Comp535954$,174,1,3,185,8,91
Comp536037$,967,0,3,868,54,472
Comp536061$,1009,0,4,950,46,511
Comp536284$,956,0,3,1521,39,494
Comp536316$,1015,1,4,97721,35,516
Comp536427$,907,0,3,830,40,456
Comp536443$,831,0,3,7,16,448
Comp536536$,685,0,3,851,20,349
Comp536789$,1178,0,6,1118,45,611
Comp536810$,153,0,3,0,0,96
Comp536964$,970,0,2,812,32,504
Comp537020$,129,0,3,211,6,67
Comp537046$,4,0,2,0,0,0
Comp537173$,751,0,2,766,20,385
Comp537255$,46,0,3,97,5,21
Comp537293$,1381,0,5,1090,46,713
Comp537384$,1011,0,3,0,17,551
Comp537648$,920,1,5,850,22,497
Comp537757$,826,0,4,1224,21,436
Comp537789$,10,0,1,0,0,8
Comp537982$,145,0,4,206,7,78
Comp538081$,800,0,2,776,21,423
Comp538265$,860,0,5,0,17,468
Comp538351$,904,0,5,1225,24,475
Comp538601$,818,0,3,0,17,441
Comp538649$,741,0,2,1136,94,291
Comp539056$,21,0,2,51,2,12
Comp539166$,933,0,3,831,43,462
Comp539287$,727,0,3,0,12,398
Comp539332$,896,0,2,1567,42,443
Comp539394$,739,0,4,929,24,374
Comp539442$,763,0,2,0,16,418
Comp539636$,485,0,2,338,21,228
Comp539718$,967,2,4,1086,68,467
Comp539721$,874,0,3,733,27,425
Comp539763$,993,0,4,1136,42,510
Comp539803$,1166,0,3,955,45,617
Comp539824$,811,0,3,822,46,397
Comp539939$,990,0,4,0,24,542
Comp540040$,1130,0,3,889,53,574
Comp540107$,870,0,4,933,40,443
Comp540351$,417,0,4,659,10,218
Comp540366$,1189,0,4,1318,46,601
Comp540439$,747,0,3,890,50,352
Comp540482$,868,0,2,779,20,456
Comp540578$,833,0,4,0,14,456
Comp540741$,747,0,2,795,38,372
Comp540788$,1167,0,2,805,42,595
Comp540938$,930,0,4,972,20,494
Comp540940$,933,0,3,970,43,473
Comp541166$,1250,0,3,1418,34,640
Comp541266$,750,0,2,785,19,392
Comp541298$,773,1,5,912,21,390
Comp541649$,980,0,2,1036,43,501
Comp541732$,723,0,2,0,17,385
Comp541733$,310,1,4,491,23,125
Comp541838$,1058,0,4,1894,51,531
Comp541912$,947,0,2,4327,56,459
Comp542027$,964,0,4,1265,33,497
Comp542136$,220,0,4,202,11,115
Comp542412$,1161,0,2,1095,42,598
Comp542559$,919,0,3,985,40,465
Comp542575$,971,0,3,950,46,479
Comp542689$,1834,0,4,7430,440,596
Comp542824$,1298,0,4,806,39,671
Comp542891$,18313,0,4,853,41,9152
Comp542897$,1079,0,2,0,29,578
Comp543014$,967,1,5,1092,40,495
Comp543290$,929,0,2,1881,20,492
Comp543399$,893,1,4,1100,39,456
Comp543534$,272,0,4,0,3,150
Comp543700$,1406,0,5,919,24,737
Comp544242$,972,0,4,866,41,503
Comp544293$,100,0,4,141,11,48
Comp544398$,774,0,2,807,19,411
Comp544524$,841,0,2,859,43,416
Comp544724$,1169,0,5,992,59,590
Comp544870$,993,1,6,1451,43,503
Comp544987$,268,0,2,0,6,153
Comp545158$,983,0,3,0,18,530
Comp545397$,472,0,2,358,27,215
Comp545487$,677,0,2,779,21,354
Comp545587$,664,1,4,620,31,309
Comp545628$,606,0,3,827,22,302
Comp545826$,81,0,1,0,0,43
Comp545921$,893,0,2,5,17,485
Comp546162$,628,0,4,708,38,306
Comp546196$,1046,0,4,1061,25,553
Comp546251$,1160,0,3,817,52,593
Comp546435$,937,0,2,0,0,539
Comp546437$,917,0,3,6,16,501
Comp546443$,1085,1,4,1108,67,541
Comp546570$,996,0,5,1114,45,499
Comp546619$,687,12,4,930,48,322
Comp546675$,114466,1,4,727,164,57213
Comp546738$,945,2,5,1013,36,483
Comp546903$,61,0,2,42,4,35
Comp547024$,613,0,3,303,18,302
Comp547105$,6643,0,3,872,20,3355
Comp547200$,904,0,4,0,0,522
Comp547285$,628,0,2,0,0,1
Comp547304$,1000,0,4,1028,44,504
Comp547432$,991,0,3,0,17,540
Comp547471$,939,0,4,925,66,454
Comp547492$,625,0,2,620,23,1
Comp547538$,926,0,3,823,37,483
Comp547638$,1122,0,5,0,15,610
Comp547788$,922,0,3,1049,43,470
Comp547871$,714,0,1,0,0,393
Comp547882$,415,0,4,356,9,220
Comp547896$,795,0,2,0,0,424
Comp548054$,284,0,3,345,18,1
Comp548254$,1014,0,3,0,17,550
Comp548282$,358,0,5,306,24,174
Comp548326$,832,0,2,808,43,415
Comp548482$,994,0,2,0,18,529
Comp548524$,756,0,3,806,19,400
Comp548548$,894,0,3,818,37,459
Comp548609$,624,0,3,610,19,301
Comp548724$,806,0,4,0,13,445
Comp548737$,1135,1,3,1356,74,551
Comp548843$,1387,0,4,1182,35,739
Comp549108$,202,0,3,0,3,113
Comp549236$,647,0,2,960,61,279
Comp549269$,860,0,3,1005,34,446
Comp549327$,791,0,4,809,44,402
Comp549394$,107,0,3,118,5,60
Comp549403$,695,0,2,619,21,0
Comp549481$,422,0,3,423,8,225
Comp549496$,897,0,3,868,39,454
Comp549534$,904,0,4,942,21,479
Comp549535$,690,0,4,662,44,21
Comp549562$,171,0,3,199,13,88
Comp549743$,248,0,4,425,13,123
Comp549873$,966,0,3,824,41,487
Comp549920$,964,0,3,942,41,481
Comp550140$,140,0,4,0,4,80
Comp550312$,1293,0,3,2237,18,737
Comp550325$,632,0,3,251,19,1
Comp550417$,788,0,3,1340,21,406
Comp550472$,661,0,2,0,13,367
Comp550582$,798,0,4,938,34,410
Comp550591$,18,0,2,41,0,13
Comp550593$,1322,8,3,1173,41,674
Comp550812$,1252,0,2,888,54,643
Comp550935$,894,0,4,579,30,452
Comp550936$,813,0,4,1120,21,418
Comp551208$,73,1,4,69,3,41
Comp551218$,93,0,4,139,8,45
Comp551228$,855,0,3,897,20,459
Comp551503$,303,0,4,309,21,147
Comp551820$,467,0,3,2553,96,145
Comp551829$,915,0,3,0,20,499
Comp551871$,894,3,3,884,22,467
Comp551949$,921,0,2,953,40,467
Comp552084$,964,0,2,999,39,493
Comp552363$,168,0,3,464,10,86
Comp552555$,20,0,2,31,0,14
Comp552573$,1036,1,3,857,65,498
Comp552813$,1017,0,3,1406,51,517
Comp552822$,678,0,2,577,17,1
Comp552991$,962,0,3,871,31,490
Comp553044$,693,0,2,1022,81,284
Comp553152$,851,0,2,1176,25,448
Comp553252$,1174,0,3,1014,57,562
Comp553306$,1033,0,4,1350,45,527
Comp553349$,778,0,2,809,21,406
Comp553374$,76,4,3,57,1,41
Comp553377$,931,0,3,0,17,504
Comp553391$,411,1,5,480,18,206
Comp553584$,970,0,4,1038,39,491
Comp553621$,850,0,2,899,41,423
Comp553712$,685,0,6,682,30,342
Comp553954$,1084,2,4,1112,54,546
Comp553966$,1044,0,1,0,0,603
Comp554167$,942,0,3,920,23,500
Comp554204$,1122,0,2,6542,44,579
Comp554276$,1056,0,4,1218,40,546
Comp554301$,874,1,4,1018,22,465
Comp554553$,166,1,4,257,11,83
Comp554621$,964,0,2,0,17,524
Comp554669$,1461,0,1,0,0,830
Comp554977$,885,0,2,6,19,476
Comp555105$,480,0,2,336,22,228
Comp555545$,1240,0,3,866,44,626
Comp555628$,197,0,4,326,16,99
Comp555692$,1488,0,6,936,70,457
Comp555747$,636,2,3,810,38,299
Comp555960$,828,0,2,803,40,416
Comp555993$,31,0,3,66,4,16
Comp556017$,1069,0,4,1106,54,529
Comp556020$,1027,0,2,887,45,531
Comp556295$,69,0,3,73,4,41
Comp556458$,903,0,2,776,18,478
Comp556509$,602,0,2,727,38,0
Comp556540$,917,0,4,888,41,478
Comp556624$,1019,0,3,0,31,540
Comp556684$,588,0,3,829,37,275
Comp556785$,1090,0,3,799,44,543
Comp556851$,67,4,3,87,7,31
Comp556987$,857,1,4,996,42,413
Comp557058$,514,0,3,535,19,273
Comp557173$,199,0,3,0,0,120
Comp557307$,49,0,2,81,5,26
Comp557396$,292,0,3,0,5,163
Comp557405$,932,0,5,952,45,459
Comp557420$,5436,0,3,984,22,3468
Comp557540$,979,0,2,1081,41,499
Comp557623$,829,0,2,0,31,426
Comp557740$,981,0,2,0,18,529
Comp557791$,14,0,2,31,0,10
Comp557823$,1035,0,2,0,0,586
Comp557979$,1089,0,2,0,17,584
Comp558041$,901,0,3,0,16,493
Comp558084$,483,0,4,1152,36,232
Comp558170$,706,0,4,0,9,363
Comp558189$,1011,0,4,1116,40,507
Comp558221$,625,0,2,706,36,293
Comp558303$,853,0,2,837,22,442
Comp558334$,199,0,4,265,11,108
Comp558353$,120,0,3,296,10,60
Comp558361$,989,0,4,920,18,525
Comp558428$,702,0,3,851,19,362
Comp558502$,459,0,1,0,0,249
Comp558599$,516,0,2,634,30,252
Comp558672$,947,0,3,809,44,476
Comp558886$,610,1,3,821,22,299
Comp558903$,4,0,2,0,0,2
Comp558913$,210,0,5,224,17,101
Comp559004$,783,0,4,926,22,404
Comp559229$,148,0,4,0,2,86
Comp559303$,925,0,2,810,19,489
Comp559353$,51,0,4,130,8,22
Comp559395$,805,0,2,0,16,428
Comp559633$,1056,0,4,1016,41,536
